season,timestamp,charge_mode,charging_1,discharging_1,charging_10,discharging_10,charging_20,discharging_20,charging_30,discharging_30,pv,building,total,price
winter,2021-01-14 00:30:00+00:00,2,0,0,53.5708457967174,0,53.5708457967174,0,553.570845796717,0,0,87.2,640.770845796717,23.31
winter,2021-01-14 00:45:00+00:00,2,0,0,100,0,104.477304188358,0,557.490845796718,0,0,83.28,640.770845796717,16.67
winter,2021-01-14 01:00:00+00:00,2,0,0,0,0,0,0,0,0,0,84.14,84.14,42.6
winter,2021-01-14 01:15:00+00:00,2,0,0,0,0,0,0,100,0,0,86.58,186.58,34.62
winter,2021-01-14 01:30:00+00:00,2,0,0,200,0,200,0,555.450845796717,0,0,85.32,640.770845796717,25.95
winter,2021-01-14 01:45:00+00:00,2,0,0,151.343796818787,0,151.343796818787,0,552.310845796718,0,0,88.46,640.770845796717,16.44
winter,2021-01-14 02:00:00+00:00,2,0,0,0,0,0,0,100,0,0,84.44,184.44,34.18
winter,2021-01-14 02:15:00+00:00,2,0,0,0,0,0,0,100,0,0,78.54,178.54,31.42
winter,2021-01-14 02:30:00+00:00,2,0,0,0,0,0,0,100,0,0,77.18,177.18,33.98
winter,2021-01-14 02:45:00+00:00,2,0,0,0,0,0,0,0,0,0,76.94,76.94,39.94
winter,2021-01-14 03:00:00+00:00,2,0,0,112.967060348955,0,153.336409498773,0,566.210845796718,0,0,74.56,640.770845796718,23.16
winter,2021-01-14 03:15:00+00:00,2,0,0,100,0,232.280966226085,0,569.110845796718,0,0,71.66,640.770845796717,24.87
winter,2021-01-14 03:30:00+00:00,2,0,0,0,0,0,0,0,0,0,71.5,71.5,41.44
winter,2021-01-14 03:45:00+00:00,2,0,0,0,0,0,0,0,0,0,67.42,67.42,52.55
winter,2021-01-14 04:00:00+00:00,2,0,0,0,0,0,0,100,0,0,67.28,167.28,27.4
winter,2021-01-14 04:15:00+00:00,2,0,0,0,0,0,0,100,0,0,65.94,165.94,36.5
winter,2021-01-14 04:30:00+00:00,2,0,0,0,0,0,0,0,0,0,61.3,61.3,40.38
winter,2021-01-14 04:45:00+00:00,2,0,0,100,0,108.105515977307,0,578.670845796717,0,0,62.1,640.770845796717,24.5
winter,2021-01-14 05:00:00+00:00,2,0,0,0,0,0,0,100,0,0,71.02,171.02,27.38
winter,2021-01-14 05:15:00+00:00,2,0,0,0,0,0,0,59.5939963286912,0,0,71.36,130.953996328691,36.46
winter,2021-01-14 05:30:00+00:00,2,0,0,0,0,0,0,0,0,0,72.8,72.8,49.01
winter,2021-01-14 05:45:00+00:00,2,0,0,0,0,0,0,0,0,0,81.08,81.08,65.15
winter,2021-01-14 06:00:00+00:00,2,0,0,146.599903663389,0,146.599903663374,0,548.990845796718,0,0,91.78,640.770845796717,-0.08
winter,2021-01-14 06:15:00+00:00,2,0,0,100,0,100,0,100,0,0,90.12,190.12,41.59
winter,2021-01-14 06:30:00+00:00,2,0,0,27.9382832360598,0,27.9382832360598,0,27.9382832360598,0,0,81.86,109.79828323606,70.96
winter,2021-01-14 06:45:00+00:00,2,0,0,0,0,0,0,0,0,0,90.68,90.68,77.53
winter,2021-01-14 07:00:00+00:00,2,0,0,100,0,104.606215990936,0,147.762180212873,0,0,121.58,269.342180212873,46.33
winter,2021-01-14 07:15:00+00:00,2,0,0,0,0,100,0,100,0,0,130.04,230.04,75.28
winter,2021-01-14 07:30:00+00:00,2,0,0,0,0,87.036333513914,0,87.036333513914,0,0,133.02,220.056333513914,75.25
winter,2021-01-14 07:45:00+00:00,2,0,0,0,0,0,0,99.9856916367557,0,0,131.4,231.385691636756,122.74
winter,2021-01-14 08:00:00+00:00,2,0,0,0,0,100,0,200,0,0,136.04,336.04,58.14
winter,2021-01-14 08:15:00+00:00,2,0,0,0,0,0,0,100,0,0,141.58,241.58,73.95
winter,2021-01-14 08:30:00+00:00,2,0,0,100,0,100,0,200,0,0.128274091718144,143.66,343.531725908282,92.81
winter,2021-01-14 08:45:00+00:00,2,0,0,100,0,100,0,200,0,8.36062737824837,149.98,341.619372621752,109.16
winter,2021-01-14 09:00:00+00:00,2,0,0,0,0,0,0,100,0,44.363077116397,150.98,206.616922883603,61.09
winter,2021-01-14 09:15:00+00:00,2,0,0,0,0,0,0,100,0,79.3263050831875,151.77,172.443694916812,74.32
winter,2021-01-14 09:30:00+00:00,2,0,0,0,0,0,0,0,0,106.264944554294,140.92,34.6550554457061,89.57
winter,2021-01-14 09:45:00+00:00,2,0,0,0,0,0,0,100,0,133.364252865676,142.02,108.655747134323,104.22
winter,2021-01-14 10:00:00+00:00,2,0,0,0,0,0,0,100,0,141.879881065158,151.66,109.780118934842,77.88
winter,2021-01-14 10:15:00+00:00,2,0,0,0,0,0,0,99.9999999999999,0,155.594152393336,149.12,93.5258476066642,86.74
winter,2021-01-14 10:30:00+00:00,2,0,0,100,0,100,0,200,0,106.191366393012,143.93,237.738633606988,75.25
winter,2021-01-14 10:45:00+00:00,2,0,0,18.0616999182974,0,18.0616999182974,0,118.059797954239,0,171.872947981785,137.81,83.996849972454,100
winter,2021-01-14 11:00:00+00:00,2,0,0,100,0,300,0,400,0,241.785548494093,134.44,292.654451505907,75.26
winter,2021-01-14 11:15:00+00:00,2,44.7328454466479,0,144.732845446648,0,144.732845446648,0,444.724363085796,0,244.697947345617,135.92,335.946415740179,88.11
winter,2021-01-14 11:30:00+00:00,2,100,0,100,0,100,0,200,0,237.243915764221,133.68,96.436084235779,84.6
winter,2021-01-14 11:45:00+00:00,2,0,0,0,0,0,0,99.9678583062062,0,225.514695917179,132.41,6.86316238902674,92.3
winter,2021-01-14 12:00:00+00:00,2,100,0,100,0,100,0,300,0,220.479991869165,137.67,217.190008130835,83.51
winter,2021-01-14 12:15:00+00:00,2,100,0,200,0,330.445966708401,0,530.445966708401,0,236.601436821399,140.45,434.294529887002,78.59
winter,2021-01-14 12:30:00+00:00,2,100,0,197.311175439073,0,365.169164857646,0,657.425268369071,0,260.3950384421,140.58,537.610229926971,78.98
winter,2021-01-14 12:45:00+00:00,2,100,0,208.966259319145,0,308.966259319145,0,508.966259319145,0,267.11365792993,138.52,380.372601389215,78.64
winter,2021-01-14 13:00:00+00:00,2,45.4982565771809,0,45.4982565771809,0,145.498256577181,0,145.498256577181,0,284.198256577181,138.7,0,100.25
winter,2021-01-14 13:15:00+00:00,2,100,0,200,0,265.154936570851,0,365.154936570851,0,281.748770209503,144.16,227.566166361348,78.26
winter,2021-01-14 13:30:00+00:00,2,100,0,100,0,100,0,200,0,235.777668937397,137.2,101.422331062603,78.4
winter,2021-01-14 13:45:00+00:00,2,0,0,231.770832926493,0,280.178945460004,0,480.178945460004,0,200.701068361952,141.93,421.407877098052,75.2
winter,2021-01-14 14:00:00+00:00,2,20.4629041504696,0,20.4629041504696,0,20.4629041504696,0,120.46290415047,0,164.371722830189,143.84,99.9311813202809,82.34
winter,2021-01-14 14:15:00+00:00,2,0,0,0,0,45.5366472090584,0,245.520901222166,0,119.473916697593,148.33,274.376984524573,79.37
winter,2021-01-14 14:30:00+00:00,2,0,0,59.3044536367217,0,159.304453636722,0,359.304453636722,0,73.9834673332872,145.58,430.900986303435,78.94
winter,2021-01-14 14:45:00+00:00,2,0,0,100,0,200,0,400,0,38.8216355661726,148.56,509.738364433827,78.67
winter,2021-01-14 15:00:00+00:00,2,0,0,0,0,52.2510668809165,0,252.251066880917,0,62.5434988482487,146.44,336.147568032668,78.91
winter,2021-01-14 15:15:00+00:00,2,0,0,99.9598750614195,0,199.95987506142,0,399.95987506142,0,63.542390666504,141.85,478.267484394916,83.11
winter,2021-01-14 15:30:00+00:00,2,0,0,0,0,14.1230393800844,0,214.092167907792,0,16.4281443440315,146.79,344.454023563761,86.4
winter,2021-01-14 15:45:00+00:00,2,0,0,100,0,200,0,400,0,9.89532898815265,148.17,538.274671011847,75.28
winter,2021-01-14 16:00:00+00:00,2,0,0,128.807757132093,0,128.807757132093,0,228.807757132093,0,4.25155929547817,144.74,369.296197836615,68.48
winter,2021-01-14 16:15:00+00:00,2,0,0,100,0,100,0,100,0,0,150.16,250.16,75.27
winter,2021-01-14 16:30:00+00:00,2,0,0,0,0,0,0,0,0,0,149.02,149.02,90.12
winter,2021-01-14 16:45:00+00:00,2,0,0,0,0,0,0,0,0,0,150.23,150.23,107.73
winter,2021-01-14 17:00:00+00:00,2,0,0,100,0,100,0,100,0,0,167.1,267.1,75.28
winter,2021-01-14 17:15:00+00:00,2,0,0,0,0,0,0,0,0,0,211.78,211.78,103.01
winter,2021-01-14 17:30:00+00:00,2,0,0,0,0,0,0,0,0,0,180.3,180.3,125.46
winter,2021-01-14 17:45:00+00:00,2,0,0,0,0,0,0,0,0,0,181.22,181.22,103.8
winter,2021-01-14 18:00:00+00:00,2,0,0,0,0,0,0,0,0,0,172.16,172.16,102.79
winter,2021-01-14 18:15:00+00:00,2,0,0,0,0,0,0,0,0,0,166.64,166.64,78.62
winter,2021-01-14 18:30:00+00:00,2,0,0,19.4143134330702,0,19.4143134330702,0,19.4143134330702,0,0,158.48,177.89431343307,105.14
winter,2021-01-14 18:45:00+00:00,2,0,0,0,0,0,0,0,0,0,152.08,152.08,75.26
winter,2021-01-14 19:00:00+00:00,2,0,0,0,0,0,0,0,0,0,148.56,148.56,128.36
winter,2021-01-14 19:15:00+00:00,2,0,0,0,0,0,0,0,0,0,139.06,139.06,87.6
winter,2021-01-14 19:30:00+00:00,2,0,0,0,0,0,0,0,0,0,132.48,132.48,80.04
winter,2021-01-14 19:45:00+00:00,2,0,0,0,0,0,0,0,0,0,120.08,120.08,61.06
winter,2021-01-14 20:00:00+00:00,2,0,0,0,0,0,0,0,0,0,116.04,116.04,118.29
winter,2021-01-14 20:15:00+00:00,2,0,0,0,0,0,0,0,0,0,113.18,113.18,75.16
winter,2021-01-14 20:30:00+00:00,2,0,0,0,0,0,0,0,0,0,98.78,98.78,61.96
winter,2021-01-14 20:45:00+00:00,2,0,0,0,0,0,0,0,0,0,94.16,94.16,56.14
winter,2021-01-14 21:00:00+00:00,2,0,0,0,0,0,0,0,0,0,93.06,93.06,75.17
winter,2021-01-14 21:15:00+00:00,2,0,0,0,0,0,0,0,0,0,92.26,92.26,75.14
winter,2021-01-14 21:30:00+00:00,2,0,0,0,0,0,0,0,0,0,92.72,92.72,61.95
winter,2021-01-14 21:45:00+00:00,2,0,0,0,0,0,0,200,0,0,93.66,293.66,46.54
winter,2021-01-14 22:00:00+00:00,2,0,0,0,0,0,0,0,0,0,93.98,93.98,75.14
winter,2021-01-14 22:15:00+00:00,2,0,0,0,0,0,0,0,0,0,103.34,103.34,70.99
winter,2021-01-14 22:30:00+00:00,2,0,0,0,0,0,0,0,0,0,90.44,90.44,59.61
winter,2021-01-14 22:45:00+00:00,2,0,0,0,0,0,0,59.5939963286912,0,0,75.66,135.253996328691,53.91
winter,2021-01-14 23:00:00+00:00,2,0,0,0,0,0,0,0,0,0,81.2,81.2,75.8
winter,2021-01-14 23:15:00+00:00,2,0,0,0,0,0,0,0,0,0,83.9,83.9,70.96
winter,2021-01-14 23:30:00+00:00,2,0,0,0,0,0,0,0,0,0,89.1,89.1,56.98
winter,2021-01-14 23:45:00+00:00,2,0,0,214.652379627613,0,251.030845796717,0,551.030845796717,0,0,89.74,640.770845796717,40.61
summer,2021-08-13 00:00:00+00:00,2,0,0,0,0,0,0,100,0,0,32,132,96.69
summer,2021-08-13 00:15:00+00:00,2,0,0,0,0,0,0,100,0,0,30.66,130.66,88.11
summer,2021-08-13 00:30:00+00:00,2,0,0,0,0,0,0,100,0,0,28.96,128.96,87.91
summer,2021-08-13 00:45:00+00:00,2,0,0,0,0,0,0,100,0,0,29.68,129.68,79.02
summer,2021-08-13 01:00:00+00:00,2,0,0,0,0,0,0,100,0,0,30.42,130.42,87.93
summer,2021-08-13 01:15:00+00:00,2,0,0,0,0,0,0,100,0,0,28.94,128.94,87.16
summer,2021-08-13 01:30:00+00:00,2,0,0,0,0,0,0,100,0,0,26.02,126.02,85.19
summer,2021-08-13 01:45:00+00:00,2,0,0,0,0,0,0,100,0,0,39,139,82.88
summer,2021-08-13 02:00:00+00:00,2,0,0,0,0,0,0,100,0,0,41.58,141.58,83.9
summer,2021-08-13 02:15:00+00:00,2,0,0,0,0,0,0,100,0,0,19.76,119.76,85.55
summer,2021-08-13 02:30:00+00:00,2,0,0,0,0,0,0,100,0,0,20.8,120.8,84.01
summer,2021-08-13 02:45:00+00:00,2,0,0,0,0,0,0,100,0,0,20.12,120.12,82.54
summer,2021-08-13 03:00:00+00:00,2,0,0,0,0,0,0,100,0,0,21.04,121.04,72.04
summer,2021-08-13 03:15:00+00:00,2,0,0,0,0,0,0,100,0,0,21.62,121.62,80.07
summer,2021-08-13 03:30:00+00:00,2,0,0,0,0,0,0,100,0,0,21.24,121.24,90.59
summer,2021-08-13 03:45:00+00:00,2,0,0,0,0,0,0,95.7924476356956,0,0,19.94,115.732447635696,96.56
summer,2021-08-13 04:00:00+00:00,2,0,0,0,0,0,0,100,0,0,18,118,70.21
summer,2021-08-13 04:15:00+00:00,2,0,0,0,0,0,0,100,0,0,18.34,118.34,82.47
summer,2021-08-13 04:30:00+00:00,2,0,0,0,0,0,0,100,0,0,18.16,118.16,92.66
summer,2021-08-13 04:45:00+00:00,2,0,0,0,0,0,0,0,0,0,20.06,20.06,108.23
summer,2021-08-13 05:00:00+00:00,2,0,0,0,0,0,0,0,0,0,23.98,23.98,86.62
summer,2021-08-13 05:15:00+00:00,2,0,0,0,0,0,0,0,0,0,21.02,21.02,108.33
summer,2021-08-13 05:30:00+00:00,2,0,0,0,0,0,0,0,0,1.13357872836143,22.18,21.0464212716386,136.09
summer,2021-08-13 05:45:00+00:00,2,0,0,0,0,0,0,0,0,24.4768331734152,21.54,-2.9368331734152,134.97
summer,2021-08-13 06:00:00+00:00,2,0,0,0,0,0,0,0,0,66.8503556862777,43.3,-23.5503556862777,130.62
summer,2021-08-13 06:15:00+00:00,2,0,0,0,0,0,0,0,0,99.7865552282401,40.78,-59.0065552282401,135.16
summer,2021-08-13 06:30:00+00:00,2,0,0,0,0,0,0,0,0,137.213014453145,39.28,-97.9330144531453,120.75
summer,2021-08-13 06:45:00+00:00,2,0,0,0,0,3.14750386823574,0,3.14750386823574,0,179.854613443938,78.3,-98.407109575702,108.91
summer,2021-08-13 07:00:00+00:00,2,0,0,0,0,0,0,0,0,219.868991229652,119.85,-100.018991229652,158.42
summer,2021-08-13 07:15:00+00:00,2,0,0,0,0,0,0,0,0,261.828525329843,101.21,-160.618525329843,141.84
summer,2021-08-13 07:30:00+00:00,2,0,0,0,0,0,0,0,0,304.864653986679,104.86,-200.004653986679,108.39
summer,2021-08-13 07:45:00+00:00,2,0,0,0,0,46.5147992019307,0,46.5147992019307,0,348.22559845521,109.37,-192.340799253279,92.63
summer,2021-08-13 08:00:00+00:00,2,0,0,0,0,0,0,0,0,386.110918396789,107.6,-278.510918396789,138.02
summer,2021-08-13 08:15:00+00:00,2,0,0,0,0,0,0,0,0,424.354950455084,106.94,-317.414950455084,107.65
summer,2021-08-13 08:30:00+00:00,2,0,0,0,0,0,0,0,0,461.387472636935,113.2,-348.187472636935,108.33
summer,2021-08-13 08:45:00+00:00,2,0,0,200,0,200,0,200,0,497.290066288204,110.6,-186.690066288204,90.41
summer,2021-08-13 09:00:00+00:00,2,0,0,0,0,0,0,0,0,527.856477020504,117.1,-410.756477020504,124.22
summer,2021-08-13 09:15:00+00:00,2,0,0,151.440975349906,0,151.440975349906,0,151.440975349906,0,559.534785745491,116.96,-291.133810395586,96.97
summer,2021-08-13 09:30:00+00:00,2,0,0,200,0,200,0,200,0,588.94721573178,115.74,-273.20721573178,96.33
summer,2021-08-13 09:45:00+00:00,2,0,0,200,0,226.898147404689,0,326.898147404689,0,615.743809460789,111.46,-177.3856620561,81.99
summer,2021-08-13 10:00:00+00:00,2,0,0,92.3012189342737,0,92.3012189342737,0,92.3012189342737,0,634.41582544424,108.73,-433.384606509967,105.51
summer,2021-08-13 10:15:00+00:00,2,0,0,0,0,99.9785916868165,0,99.9785916868165,0,656.301897834732,110.19,-446.133306147916,86.75
summer,2021-08-13 10:30:00+00:00,2,0,0,0,0,0,0,0,0,675.551006570971,111.16,-564.391006570971,89.6
summer,2021-08-13 10:45:00+00:00,2,100,0,100,0,276.111082479332,0,376.111082479332,0,692.216567737487,110.43,-205.675485258154,78.53
summer,2021-08-13 11:00:00+00:00,2,0,0,0,0,0,0,100,0,700.873021563395,114.36,-486.513021563395,98.59
summer,2021-08-13 11:15:00+00:00,2,0,0,0,0,0,0,0,0,712.452069481183,112.59,-599.862069481183,88.19
summer,2021-08-13 11:30:00+00:00,2,6.29601387779193,0,6.29601387779193,0,106.296013877792,0,106.296013877792,0,721.585636005241,113.87,-501.419622127449,80.83
summer,2021-08-13 11:45:00+00:00,2,100,0,196.624156201011,0,588.331189942288,0,601.805427980255,0,728.156187782162,125.65,-0.70075980190758,64.2
summer,2021-08-13 12:00:00+00:00,2,0,0,0,0,64.1188186219097,0,64.1188186219097,0,728.359624312409,135.18,-529.060805690499,91.1
summer,2021-08-13 12:15:00+00:00,2,0,0,0,0,100,0,100,0,730.05207073782,124.86,-505.19207073782,85.98
summer,2021-08-13 12:30:00+00:00,2,0,0,0,0,0,0,0,0,729.175720942665,127.24,-601.935720942665,73.71
summer,2021-08-13 12:45:00+00:00,2,0,0,218.32277550852,0,232.992522958981,0,232.992522958981,0,725.846278386667,122.4,-370.453755427686,54.01
summer,2021-08-13 13:00:00+00:00,2,0,0,0,0,0,0,0,0,717.221636627604,118.96,-598.261636627604,75.73
summer,2021-08-13 13:15:00+00:00,2,0,0,0,0,0,0,0,0,708.958110741912,125.5,-583.458110741912,77.2
summer,2021-08-13 13:30:00+00:00,2,0,0,95.3843268099764,0,97.549083518049,0,197.549083518049,0,698.433565988289,125.18,-375.70448247024,72.65
summer,2021-08-13 13:45:00+00:00,2,0,0,0,0,84.0186464599045,0,184.018646459905,0,685.576517444267,123.08,-378.477870984363,74.33
summer,2021-08-13 14:00:00+00:00,2,0,0,0,0,47.678184007402,0,203.720797235586,0,666.986006698134,124.22,-339.045209462548,62.98
summer,2021-08-13 14:15:00+00:00,2,0,0,99.9614326132587,0,99.9614326132587,0,199.961432613259,0,628.850734201604,122.57,-306.319301588346,74.87
summer,2021-08-13 14:30:00+00:00,2,0,0,0,0,0,0,100,0,621.159492055531,124.07,-397.089492055531,75.49
summer,2021-08-13 14:45:00+00:00,2,0,0,0,0,99.9674471864219,0,199.967447186422,0,586.244147809861,123.13,-263.146700623439,82.66
summer,2021-08-13 15:00:00+00:00,2,90.5844406553205,0,99.4991917946018,0,299.499191794602,0,399.499191794602,0,573.778506101336,120.06,-54.2193143067338,52.68
summer,2021-08-13 15:15:00+00:00,2,0,0,97.2430513249773,0,109.291864908567,0,209.291864908567,0,533.697200181016,116.79,-207.61533527245,69.86
summer,2021-08-13 15:30:00+00:00,2,0,0,0,0,0,0,100,0,517.887194049004,118.07,-299.817194049004,75.01
summer,2021-08-13 15:45:00+00:00,2,0,0,0,0,0,0,100,0,493.822475118431,115.99,-277.832475118431,87.5
summer,2021-08-13 16:00:00+00:00,2,0,0,15.5777521210045,0,124.330523188748,0,141.514035193464,0,459.194596631902,117.94,-199.740561438438,59.05
summer,2021-08-13 16:15:00+00:00,2,0,0,100,0,100,0,100,0,400.208266230568,120.34,-179.868266230568,75.79
summer,2021-08-13 16:30:00+00:00,2,0,0,100,0,100,0,100,0,352.096078107377,120.41,-131.686078107377,93.08
summer,2021-08-13 16:45:00+00:00,2,0,0,99.9839095352409,0,99.9839095352409,0,99.9839095352409,0,313.268959873231,121.03,-92.2550503379898,108.26
summer,2021-08-13 17:00:00+00:00,2,5.14376555202181,0,5.14376555202181,0,5.14376555202181,0,5.14376555202181,0,273.912989139773,133.04,-135.729223587751,83.91
summer,2021-08-13 17:15:00+00:00,2,0,0,0,0,0,0,0,0,235.725171395955,179.93,-55.7951713959546,101.62
summer,2021-08-13 17:30:00+00:00,2,0,0,0,0,0,0,0,0,198.024872402015,179.45,-18.5748724020154,105.9
summer,2021-08-13 17:45:00+00:00,2,0,0,0,0,0,0,0,0,160.81524770725,166.44,5.62475229274978,131.73
summer,2021-08-13 18:00:00+00:00,2,0,0,0,0,0,0,0,0,122.516627221091,143.39,20.873372778909,100.8
summer,2021-08-13 18:15:00+00:00,2,0,0,0,0,0,0,0,0,89.6356589165346,142.67,53.0343410834654,114.6
summer,2021-08-13 18:30:00+00:00,2,0,0,0,0,0,0,0,0,61.8150835819844,126.8,64.9849164180156,122.51
summer,2021-08-13 18:45:00+00:00,2,0,0,0,0,0,0,0,0,29.9335796996208,110.75,80.8164203003792,140.49
summer,2021-08-13 19:00:00+00:00,2,0,0,0,0,0,0,0,0,6.26368403614273,106.47,100.206315963857,130.02
summer,2021-08-13 19:15:00+00:00,2,0,0,0,0,0,0,0,0,0,100.59,100.59,112.21
summer,2021-08-13 19:30:00+00:00,2,0,0,0,0,0,0,0,0,0,97.78,97.78,117.78
summer,2021-08-13 19:45:00+00:00,2,0,0,0,0,0,0,0,0,0,95.34,95.34,111.19
summer,2021-08-13 20:00:00+00:00,2,0,0,0,0,0,0,0,0,0,92.21,92.21,140.06
summer,2021-08-13 20:15:00+00:00,2,0,0,0,0,0,0,0,0,0,89.37,89.37,116.15
summer,2021-08-13 20:30:00+00:00,2,0,0,0,0,0,0,0,0,0,87.15,87.15,108.36
summer,2021-08-13 20:45:00+00:00,2,0,0,0,0,0,0,0,0,0,82.22,82.22,101.53
summer,2021-08-13 21:00:00+00:00,2,0,0,0,0,0,0,0,0,0,88.98,88.98,128.47
summer,2021-08-13 21:15:00+00:00,2,0,0,0,0,0,0,0,0,0,102.58,102.58,107.92
summer,2021-08-13 21:30:00+00:00,2,0,0,0,0,0,0,0,0,0,80.84,80.84,95.89
summer,2021-08-13 21:45:00+00:00,2,0,0,0,0,0,0,0,0,0,68.5,68.5,86.92
summer,2021-08-13 22:00:00+00:00,2,0,0,0,0,0,0,0,0,0,66.32,66.32,106.99
summer,2021-08-13 22:15:00+00:00,2,0,0,0,0,0,0,0,0,0,61.12,61.12,95.52
summer,2021-08-13 22:30:00+00:00,2,0,0,0,0,0,0,0,0,0,52.02,52.02,91.08
summer,2021-08-13 22:45:00+00:00,2,0,0,0,0,0,0,0,0,0,44.16,44.16,84.96
summer,2021-08-13 23:00:00+00:00,2,0,0,0,0,0,0,0,0,0,60.22,60.22,81.17
summer,2021-08-13 23:15:00+00:00,2,0,0,0,0,0,0,0,0,0,47.48,47.48,80.84
summer,2021-08-13 23:30:00+00:00,2,0,0,0,0,0,0,0,0,0,34.4,34.4,73
summer,2021-08-13 23:45:00+00:00,2,0,0,0,0,0,0,0,0,0,31.46,31.46,69.91
winter,2021-01-14 00:00:00+00:00,3,0,0,0,0,0,0,0,0,0,93.46,93.46,52.28
winter,2021-01-14 00:15:00+00:00,3,0,0,0,0,0,0,0,0,0,91.66,91.66,41.4
winter,2021-01-14 00:30:00+00:00,3,0,0,81.009992659351,0,81.009992659351,0,381.009992659351,0,0,87.2,468.209992659351,23.31
winter,2021-01-14 00:45:00+00:00,3,0,0,100,0,100,0,384.929992659351,0,0,83.28,468.209992659351,16.67
winter,2021-01-14 01:00:00+00:00,3,0,0,0,0,0,0,0,0,0,84.14,84.14,42.6
winter,2021-01-14 01:15:00+00:00,3,0,0,0,0,0,0,100,0,0,86.58,186.58,34.62
winter,2021-01-14 01:30:00+00:00,3,0,0,82.889992659351,0,82.889992659351,0,382.889992659351,0,0,85.32,468.209992659351,25.95
winter,2021-01-14 01:45:00+00:00,3,0,0,79.749992659351,0,79.749992659351,0,379.749992659351,0,0,88.46,468.209992659351,16.44
winter,2021-01-14 02:00:00+00:00,3,0,0,0,0,0,0,100,0,0,84.44,184.44,34.18
